Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"45626","2019-02-15 10:52:32","1","100","<lstm><labels>","1",""
"45627","2019-02-15 10:55:46","3","84","<machine-learning><python><scikit-learn><regression><pandas>","1",""
"45628","2019-02-15 11:04:48","1","425","<machine-learning><python><pandas><k-nn>","0",""
"45629","2019-02-15 11:19:08","1","401","<keras><nlp><loss-function>","0",""
"45631","2019-02-15 12:27:50","1","12","<tensorflow>","0",""
"45633","2019-02-15 13:23:17","0","61","<machine-learning><regression>","2",""
"45639","2019-02-15 14:30:18","0","44","<python><deep-learning><numpy>","1",""
"56693","2019-07-31 16:25:57","3","48","<machine-learning><feature-selection><cross-validation>","1",""
"56694","2019-07-31 16:38:18","3","742","<pytorch-geometric>","1","1"
"56695","2019-07-31 16:41:50","0","122","<deep-learning><keras>","1",""
"56698","2019-07-31 17:09:59","1","25","<tensorflow>","0",""
"56700","2019-07-31 17:16:46","2","74","<classification><random-forest>","1",""
"56702","2019-07-31 17:58:12","1","23","<plotting>","0",""
"56704","2019-07-31 18:30:51","1","15","<statistics><variance>","0","1"
"56705","2019-07-31 18:42:08","0","37","<python><keras><convolution><gan>","1",""
"56706","2019-07-31 18:42:47","0","18","<clustering><distance>","0",""
"56710","2019-07-31 19:28:55","2","38","<python><predictive-modeling><data><logistic-regression><data-science-model>","1",""
"56712","2019-07-31 19:41:35","3","493","<deep-learning><keras><tensorflow><convnet><pca>","1","1"
"56714","2019-07-31 19:50:51","0","1549","<neural-network><keras><tensorflow>","0","1"
"56715","2019-07-31 20:05:11","2","89","<machine-learning><machine-learning-model><nvidia>","1",""
"56716","2019-07-31 20:31:14","1","30","<image-classification><tools><annotation>","0",""
"56722","2019-07-31 21:08:51","2","31","<data-science-model><ml>","0",""
"56728","2019-08-01 00:10:58","1","21","<deep-learning><cnn><nvidia>","0",""
"56729","2019-08-01 00:31:42","3","113","<machine-learning><classification><time-series>","2",""
"56730","2019-08-01 01:34:24","0","97","<machine-learning><dataset><data-cleaning><missing-data><data-analysis>","1",""
"56731","2019-08-01 04:34:08","2","159","<machine-learning><scikit-learn><machine-learning-model><accuracy><grid-search>","2",""
"56735","2019-08-01 06:05:12","1","55","<machine-learning><python><overfitting><kaggle>","1",""
"56740","2019-08-01 07:26:28","0","41","<neural-network><deep-learning><data-science-model>","1","0"
"56747","2019-08-01 09:49:50","0","1773","<machine-learning><python><optimization>","2",""
"56751","2019-08-01 11:10:50","0","81","<python><pandas><ipython>","2","1"
"56752","2019-08-01 11:46:30","0","55","<regression><decision-trees>","1",""
"56756","2019-08-01 14:02:34","0","193","<machine-learning><deep-learning><keras><cnn>","1",""
"56758","2019-08-01 14:21:02","1","92","<pca><tsne>","1",""
"56761","2019-08-01 15:11:04","1","44","<nlp><word-embeddings><topic-model><javascript>","1",""
"56764","2019-08-01 16:15:27","0","173","<machine-learning><predictive-modeling><supervised-learning>","3",""
"56771","2019-08-01 17:36:44","0","56","<machine-learning><data-mining>","2",""
"56772","2019-08-01 17:55:51","0","2047","<deep-learning><keras><pytorch>","1",""
"56773","2019-08-01 17:57:57","0","34","<r><correlation>","0",""
"56774","2019-08-01 18:10:57","0","74","<python><regression>","4",""
"56777","2019-08-01 18:33:49","0","72","<machine-learning><computer-vision>","3",""
"56782","2019-08-01 19:43:16","1","406","<machine-learning><cnn><convolution><backpropagation><javascript>","1",""
"56783","2019-08-01 19:43:50","1","58","<dataset><data-analysis>","2",""
"56785","2019-08-01 19:50:09","1","141","<data-mining>","2",""
"56786","2019-08-01 19:52:52","0","24","<normalization>","0",""
"56793","2019-08-01 20:14:37","-1","176","<multiclass-classification><data-science-model>","1",""
"56794","2019-08-01 20:15:35","0","39","<scikit-learn>","0",""
"56795","2019-08-01 20:16:17","0","378","<tensorflow><gpu><distribution><parallel>","1",""
"56797","2019-08-01 21:03:35","1","27","<lstm>","0",""
"56799","2019-08-01 21:08:46","1","188","<machine-learning>","0",""
"56801","2019-08-01 21:48:54","0","40","<distribution><weighted-data><randomized-algorithms>","1",""
"56802","2019-08-01 22:07:12","3","127","<reinforcement-learning>","1","1"
"56804","2019-08-01 22:33:29","0","517","<machine-learning><python><scikit-learn><cross-validation>","1",""
"56806","2019-08-02 00:44:17","0","543","<machine-learning><time-series><feature-extraction>","1","1"
"56808","2019-08-02 01:45:13","3","187","<neural-network>","3",""
"56812","2019-08-02 03:01:40","3","1427","<tensorflow>","2","1"
"45648","2019-02-15 16:04:28","1","118","<jupyter><linux>","0",""
"45650","2019-02-15 16:11:23","1","19","<python><neural-network><tensorflow><accuracy>","0",""
"45655","2019-02-15 16:47:01","2","240","<pandas><dataframe><ml>","1",""
"45656","2019-02-15 16:58:56","2","1261","<python><pytorch><jupyter>","1",""
"45657","2019-02-15 18:09:57","1","30","<deep-learning><gan><objective-function>","0",""
"45659","2019-02-15 18:37:10","2","361","<reinforcement-learning>","1",""
"45660","2019-02-15 18:39:44","1","286","<machine-learning><bigdata><bias>","0",""
"45661","2019-02-15 20:25:52","2","309","<machine-learning><deep-learning><statistics><generative-models>","1","1"
"45663","2019-02-15 20:49:28","5","1641","<machine-learning><python><scikit-learn><pandas>","1","2"
"45666","2019-02-15 22:04:27","1","87","<graphs>","0",""
"45667","2019-02-15 22:11:00","1","172","<python><statistics><numpy><distribution><scipy>","0",""
"45668","2019-02-15 23:03:42","3","792","<machine-learning><scikit-learn><ridge-regression>","2",""
"45671","2019-02-16 03:59:13","2","488","<machine-learning><neural-network>","0",""
"45672","2019-02-16 05:36:46","2","698","<time-series><predictive-modeling><random-forest><training><transfer-learning>","1","1"
"45675","2019-02-16 07:35:56","2","137","<machine-learning><preprocessing>","2",""
"45678","2019-02-16 09:24:19","4","510","<neural-network><deep-learning><convolution><math><image-preprocessing>","1",""
"45679","2019-02-16 09:48:06","2","569","<python><jupyter>","1",""
"45680","2019-02-16 10:16:08","2","378","<cnn>","1",""
"45681","2019-02-16 10:16:55","1","68","<machine-learning><naive-bayes-classifier>","2",""
"45684","2019-02-16 12:12:19","6","4401","<machine-learning><python><neural-network><deep-learning><time-series>","1","2"
"45685","2019-02-16 13:26:07","1","64","<python><jupyter><fastai>","1",""
"45686","2019-02-16 13:40:39","2","283","<feature-selection>","1",""
"45688","2019-02-16 14:28:10","1","27","<linear-regression>","1",""
"45689","2019-02-16 14:29:12","1","26","<machine-learning><deep-learning>","0",""
"45690","2019-02-16 14:37:25","4","107","<machine-learning><pca><dimensionality-reduction>","1","1"
"45691","2019-02-16 14:55:10","3","167","<machine-learning><math><linear-algebra>","1","1"
"45698","2019-02-16 17:38:01","2","1756","<keras><scikit-learn><cross-validation>","1","2"
"45702","2019-02-16 20:05:03","3","60","<neural-network><optimization>","1","0"
"45703","2019-02-16 21:43:32","8","1167","<linear-regression><terminology>","3","2"
"45711","2019-02-17 04:41:27","4","1971","<python><distribution><matplotlib><image>","1","2"
"45713","2019-02-17 09:06:47","2","80","<regression><linear-regression><data-science-model>","1",""
"45714","2019-02-17 10:13:20","1","24","<machine-learning><statistics>","0",""
"45716","2019-02-17 12:52:43","2","380","<machine-learning><python><classification>","1",""
"45718","2019-02-17 13:07:47","2","549","<machine-learning><python><reinforcement-learning><backpropagation><pytorch>","0",""
"45719","2019-02-17 13:24:50","1","38","<autoencoder>","0",""
"45720","2019-02-17 16:45:39","1","361","<python><nlp>","0",""
"45721","2019-02-17 17:09:15","1","19","<regression><lstm><cnn>","0",""
"45725","2019-02-17 18:28:15","4","60","<machine-learning><python><normalization>","1",""
"45726","2019-02-17 19:06:30","2","17104","<python><anaconda>","1",""
"45728","2019-02-17 19:20:14","3","311","<machine-learning><python><scikit-learn><svm>","1",""
"45729","2019-02-17 20:11:09","0","3705","<python><regression><pandas><correlation>","2","1"
"45731","2019-02-17 21:01:31","3","717","<image-classification><transfer-learning>","1",""
"45735","2019-02-18 00:30:49","2","212","<probability><probabilistic-programming>","1",""
"45737","2019-02-18 04:03:24","1","32","<machine-learning><deep-learning><tensorflow><computer-vision><convolution>","1",""
"45738","2019-02-18 04:26:41","2","982","<data><svm><data-science-model>","1","1"
"45740","2019-02-18 06:10:38","2","556","<machine-learning><neural-network><keras><scikit-learn>","1",""
"45744","2019-02-18 09:22:27","1","31","<python><data-mining><dataset><pandas><data>","0",""
"45746","2019-02-18 10:19:47","1","332","<nlp><word-embeddings><stanford-nlp><embeddings>","0",""
"45749","2019-02-18 10:39:12","3","303","<machine-learning><neural-network><deep-learning><cnn>","1",""
"45750","2019-02-18 10:46:29","2","278","<cnn><training><weight-initialization>","3",""
"45751","2019-02-18 10:54:23","2","73","<python><pandas>","1",""
"45753","2019-02-18 11:15:09","1","47","<pandas><graphs><jupyter><matplotlib>","1",""
"45754","2019-02-18 11:27:35","2","34","<machine-learning><time-series><probability><convolution>","0",""
"45757","2019-02-18 12:29:23","6","549","<reinforcement-learning><dqn><discounted-reward>","2","1"
"45759","2019-02-18 14:20:05","1","127","<tensorflow><jupyter><google><cloud><pip>","1",""
"45762","2019-02-18 14:58:12","2","139","<cnn><activation-function>","2",""
"56826","2019-08-02 07:40:53","1","891","<python><clustering><pca><matplotlib>","1",""
"56830","2019-08-02 10:12:00","0","357","<neural-network><deep-learning><keras><cnn><activation-function>","3",""
"56831","2019-08-02 10:31:40","1","720","<python><scikit-learn><pandas><encoding>","1",""
"56833","2019-08-02 11:35:25","4","867","<machine-learning><python><xgboost>","2",""
"56834","2019-08-02 11:39:08","0","343","<python><deep-learning><keras><cnn><image-classification>","1",""
"56840","2019-08-02 13:37:51","1","74","<training><computer-vision><gan>","2",""
"56843","2019-08-02 14:31:57","0","40","<clustering>","2",""
"56844","2019-08-02 14:39:40","0","92","<nlp><dataset><language-model><ngrams>","1",""
"56847","2019-08-02 15:07:49","2","53","<cross-validation>","1",""
"56857","2019-08-02 17:53:02","2","1194","<python><time-series><scipy><difference>","1",""
"56860","2019-08-02 18:54:35","3","1055","<training><gan><mnist>","2",""
"56863","2019-08-02 19:39:08","3","961","<python><r><orange><orange3>","1","2"
"56872","2019-08-03 01:26:20","1","43","<deep-learning><nlp><natural-language-process>","1",""
"56873","2019-08-03 02:23:14","0","59","<python><pandas><dataframe>","1",""
"56874","2019-08-03 02:35:39","1","36","<regression><feature-selection><linear-regression><feature-engineering>","1",""
"56875","2019-08-03 03:56:44","2","391","<pytorch><scipy>","0","1"
"56877","2019-08-03 07:05:21","1","1138","<machine-learning><regression>","1",""
"56878","2019-08-03 07:12:27","1","59","<machine-learning><keras>","1",""
"56885","2019-08-03 11:26:24","2","80","<cnn><batch-normalization>","1",""
"56889","2019-08-03 12:05:21","1","139","<deep-learning><keras><manifold>","0",""
"56893","2019-08-03 14:31:31","1","33","<machine-learning><regression><feature-selection><feature-engineering><geospatial>","1",""
"56894","2019-08-03 14:32:09","1","399","<deep-learning><time-series><word2vec><anomaly-detection>","2",""
"56905","2019-08-04 00:26:07","0","20","<svm><multilabel-classification>","2",""
"56910","2019-08-04 06:49:43","0","229","<machine-learning><keras>","0",""
"56912","2019-08-04 08:05:33","0","58","<reinforcement-learning><randomized-algorithms>","1",""
"56915","2019-08-04 09:25:11","0","272","<data-mining><data-cleaning><outlier>","1",""
"56922","2019-08-04 13:35:23","1","157","<neural-network><loss-function><annotation>","1",""
"56923","2019-08-04 13:55:17","1","988","<classification><xgboost>","1",""
"56924","2019-08-04 14:05:58","1","1936","<neural-network><lstm><normalization><feature-scaling>","2",""
"56928","2019-08-04 16:26:29","1","37","<python><perceptron>","0",""
"56933","2019-08-04 19:49:09","0","2492","<python><pandas>","3",""
"56940","2019-08-04 21:34:46","1","52","<data>","1","1"
"56944","2019-08-04 23:43:26","2","806","<deep-learning><keras><pytorch>","0","2"
"56948","2019-08-05 03:22:39","1","989","<keras><tensorflow>","1",""
"45764","2019-02-18 15:20:17","3","203","<neural-network><training><cost-function><convergence>","4",""
"45765","2019-02-18 15:41:48","1","115","<machine-learning><python><anomaly-detection><data-science-model>","0",""
"45766","2019-02-18 15:42:07","1","22","<python><data-mining><pandas><visualization><data-cleaning>","0",""
"45767","2019-02-18 16:02:49","1","790","<python><neural-network><cross-validation><sampling>","1",""
"45768","2019-02-18 17:29:31","1","611","<evaluation><information-retrieval><metric>","1",""
"45769","2019-02-18 17:41:24","1","60","<python><deep-learning><tensorflow><gpu>","0",""
"45773","2019-02-18 20:16:36","2","17","<information-retrieval>","0",""
"45774","2019-02-18 20:47:09","3","348","<machine-learning><deep-learning><bigdata><model-selection><pac-learning>","2",""
"45776","2019-02-18 21:05:09","2","64","<machine-learning><classification><statistics><probability>","1",""
"45781","2019-02-18 22:20:03","6","375","<deep-learning><keras><lstm><rnn>","1","2"
"45782","2019-02-17 13:41:11","1","15","<lstm>","0",""
"45785","2019-02-19 00:44:44","3","165","<machine-learning><deep-learning><training><noise>","0",""
"45793","2019-02-19 06:10:09","2","69","<cnn><image-recognition><kernel>","2","0"
"45797","2019-02-19 07:45:48","1","43","<python><nlp>","1",""
"45799","2019-02-19 08:55:23","2","4550","<python><pandas>","2",""
"45803","2019-02-19 10:08:50","0","2171","<lstm>","1",""
"45805","2019-02-19 11:28:45","2","526","<neural-network><convnet>","1","2"
"45807","2019-02-19 12:08:37","2","82","<python><time-series><machine-learning-model><forecast><forecasting>","1","1"
"45809","2019-02-19 12:15:33","1","38","<machine-learning><forecast><forecasting>","0",""
"45810","2019-02-19 12:48:19","5","2336","<python><scikit-learn><cross-validation><gridsearchcv>","1","1"
"45813","2019-02-19 13:20:00","1","279","<machine-learning><outlier><boosting>","1",""
"45815","2019-02-19 13:38:12","0","48","<machine-learning><cnn><matrix>","1",""
"45821","2019-02-19 15:26:12","2","165","<data-mining><pandas><svm><numpy>","2",""
"45822","2019-02-19 15:28:47","0","747","<lstm><supervised-learning>","1",""
"45827","2019-02-19 16:28:15","2","2316","<finance>","2","1"
"45831","2019-02-19 17:43:28","1","334","<python><scikit-learn><logistic-regression>","2",""
"45833","2019-02-19 19:34:19","6","6011","<python><keras><cnn><image-classification>","1","3"
"45834","2019-02-19 20:01:13","1","92","<machine-learning><time-series><statistics><lstm><forecasting>","0","2"
"45836","2019-02-19 21:06:12","1","88","<machine-learning><deep-learning><text-mining><ocr>","0","1"
"45837","2019-02-19 16:33:09","1","752","<deep-learning><lstm><xgboost>","1",""
"45839","2019-02-19 22:09:02","1","89","<python><data-mining><k-means>","1",""
"45846","2019-02-20 03:19:07","1","48","<machine-learning><data><accuracy>","1",""
"45849","2019-02-20 04:31:49","1","86","<machine-learning><dataset><training>","2",""
"45850","2019-02-20 04:47:51","1","147","<dataset>","1",""
"45854","2019-02-20 06:19:42","7","3967","<python><text-mining>","2","2"
"45856","2019-02-20 06:30:01","5","823","<machine-learning><python><nlp><nltk><regex>","3","2"
"45858","2019-02-20 07:50:29","0","121","<machine-learning><tensorflow><opencv>","1",""
"45860","2019-02-20 08:31:47","3","1932","<machine-learning><classification><cross-validation><pca><smote>","1",""
"45862","2019-02-20 08:56:10","0","131","<machine-learning><machine-learning-model><convolution><image-size><image>","1",""
"56949","2019-08-05 03:33:16","-1","100","<deep-learning><nlp><natural-language-process>","2",""
"56950","2019-08-05 03:53:22","0","475","<nlp><text-mining><sentiment-analysis><spacy>","0",""
"56954","2019-08-05 04:48:37","2","42","<python><scoring>","1",""
"56955","2019-08-05 05:51:23","2","169","<nlp><reinforcement-learning><pytorch><natural-language-process><policy-gradients>","1",""
"56959","2019-08-05 07:10:07","-2","70","<python><matplotlib>","1",""
"56962","2019-08-05 08:02:22","1","519","<python><keras><tensorflow>","1",""
"56965","2019-08-05 08:39:39","3","248","<machine-learning><neural-network><deep-learning><classification><graphs>","1","1"
"56971","2019-08-05 10:04:12","2","340","<deep-learning><keras><cnn><computer-vision><transfer-learning>","2","1"
"56975","2019-08-05 11:21:35","1","106","<automation>","1",""
"56976","2019-08-05 11:36:43","0","25","<python><pandas>","1",""
"56977","2019-08-05 11:53:47","2","84","<machine-learning><deep-learning><tensorflow>","1","0"
"56979","2019-08-05 12:27:20","2","873","<feature-selection><score>","1",""
"56982","2019-08-05 13:04:23","1","144","<machine-learning><discriminant-analysis>","1","0"
"56985","2019-08-05 13:29:08","0","93","<machine-learning><time-series><regression><feature-selection><preprocessing>","1",""
"56990","2019-08-05 14:14:17","1","35","<dataset><clustering>","2","1"
"56991","2019-08-05 14:45:04","1","151","<machine-learning><decision-trees>","1",""
"56993","2019-08-05 16:07:05","1","157","<python><graphs>","1",""
"56996","2019-08-05 16:18:57","2","22","<image-classification><multiclass-classification><object-detection>","0",""
"57000","2019-08-05 17:14:17","3","281","<machine-learning><deep-learning><machine-learning-model><transformer>","1","2"
"57001","2019-08-05 17:25:19","3","725","<machine-learning>","2","1"
"57002","2019-08-05 17:30:04","2","24","<machine-learning><time-series><rnn><machine-learning-model>","1",""
"57003","2019-08-05 17:46:08","0","671","<machine-learning><pandas><numpy><jupyter><colab>","1",""
"57005","2019-08-05 18:14:33","0","775","<neural-network><deep-learning><activation-function>","3",""
"57009","2019-08-05 19:41:28","1","305","<classification><machine-learning-model><loss-function>","1",""
"57015","2019-08-05 22:26:13","3","29","<nlp>","1",""
"57017","2019-08-05 22:57:30","0","10","<rnn><sequence-to-sequence>","1",""
"57020","2019-08-05 23:58:24","4","159","<neural-network><visualization><jupyter>","1",""
"57023","2019-08-06 01:25:13","6","824","<regression><linear-regression><xgboost><distribution>","3","1"
"57025","2019-08-06 03:29:50","1","58","<deep-learning><nlp><natural-language-process><information-retrieval>","1",""
"57027","2019-08-06 06:09:21","1","212","<keras><regression><predictive-modeling><machine-learning-model>","2",""
"57031","2019-08-06 07:11:23","1","71","<neural-network><deep-learning><cnn>","2",""
"57034","2019-08-06 08:26:51","0","1104","<python><sampling>","1",""
"57036","2019-08-06 08:47:16","1","55","<python><classification><machine-learning-model>","1",""
"45863","2019-02-20 09:33:29","1","43","<deep-learning><cnn><rnn><ocr>","1",""
"45864","2019-02-20 10:07:10","1","1110","<keras><loss-function>","1",""
"45865","2019-02-20 10:39:04","1","76","<predictive-modeling><regression><statistics>","1",""
"45867","2019-02-20 10:44:55","2","1673","<python><keras><time-series><lstm><recurrent-neural-net>","1",""
"45872","2019-02-20 11:37:58","5","225","<machine-learning><text-mining><feature-extraction><word-embeddings>","3",""
"45873","2019-02-20 12:12:54","0","84","<python><scikit-learn><predictive-modeling><prediction><machine-learning-model>","1",""
"45874","2019-02-20 12:18:28","0","67","<python><deep-learning><keras><tensorflow><nlp>","1",""
"45875","2019-02-20 12:29:20","2","449","<keras>","1",""
"45879","2019-02-20 13:08:36","3","747","<seaborn>","0","1"
"45881","2019-02-20 13:57:35","2","1804","<cross-validation><encoding>","1","1"
"45882","2019-02-20 14:15:55","2","2008","<time-series><lstm><scalability>","1","1"
"45883","2019-02-20 14:21:43","1","77","<training><named-entity-recognition><labels>","1",""
"45885","2019-02-20 14:34:56","1","102","<machine-learning><multiclass-classification><nltk>","0",""
"45889","2019-02-20 14:54:14","1","481","<deep-learning><tensorflow><cnn><object-detection>","1","2"
"45893","2019-02-20 15:31:25","3","2156","<keras><tensorflow>","1","2"
"45897","2019-02-20 15:50:30","2","245","<python><neural-network><keras><tensorflow><regression>","0",""
"45900","2019-02-20 16:38:05","14","15798","<python><scikit-learn><data-cleaning><normalization>","3","8"
"45902","2019-02-20 17:06:28","2","429","<r><time-series><forecast><data-analysis>","2",""
"45903","2019-02-20 17:14:14","2","63","<r><data-cleaning><outlier>","1",""
"45904","2019-02-20 17:49:30","4","480","<cnn><convnet><performance><gpu>","1","1"
"45906","2019-02-20 18:01:18","1","41","<neural-network><normalization>","0",""
"45907","2019-02-20 18:08:59","5","86","<neural-network><deep-learning><keras><data-cleaning>","1","1"
"45914","2019-02-20 20:20:35","5","1751","<classification><scikit-learn><clustering><unsupervised-learning><gaussian>","1","1"
"45915","2019-02-20 21:09:20","3","141","<svm><cross-validation><training><unsupervised-learning><matlab>","1",""
"45916","2019-02-20 21:13:45","11","15514","<python><dataset><preprocessing><pytorch>","2","4"
"45919","2019-02-20 22:29:12","3","71","<machine-learning><deep-learning><convolution>","1",""
"45922","2019-02-20 23:02:27","2","107","<machine-learning><classification><data-mining><pca><dimensionality-reduction>","4",""
"45923","2019-02-21 00:16:14","3","108","<churn>","1",""
"45924","2019-02-21 00:28:36","3","202","<machine-learning><statistics>","1",""
"45930","2019-02-21 01:33:15","2","34","<python><data-mining><predictive-modeling><feature-extraction>","0",""
"45933","2019-02-21 02:41:10","3","315","<neural-network><keras><tensorflow>","1",""
"45936","2019-02-21 05:02:02","2","56","<deep-learning><cross-validation><training><loss-function>","0",""
"45937","2019-02-21 06:08:40","3","470","<python><pandas><numpy><dataframe><data-wrangling>","2",""
"45940","2019-02-21 10:18:13","2","1456","<python><csv>","1",""
"45941","2019-02-21 10:25:07","2","289","<keras><nlp><word-embeddings><attention-mechanism>","0",""
"45942","2019-02-21 10:25:29","2","856","<neural-network><convolution>","2","1"
"45943","2019-02-21 10:36:20","3","50","<pandas><bigdata><databases><sql>","1",""
"57038","2019-08-06 09:01:30","1","112","<predictive-modeling><prediction><data-science-model><churn>","1","2"
"57045","2019-08-06 10:53:38","1","244","<machine-learning><time-series><anomaly-detection>","2",""
"57049","2019-08-06 12:19:18","1","30","<dataset><machine-learning-model><neural>","1",""
"57050","2019-08-06 12:32:17","5","458","<deep-learning><time-series><lstm>","3","1"
"57058","2019-08-06 13:16:51","0","39","<machine-learning><python><dataset><data><supervised-learning>","1",""
"57069","2019-08-06 14:44:52","1","241","<machine-learning><classification><time-series><prediction>","1",""
"57071","2019-08-06 15:27:40","0","412","<deep-learning><tensorflow><dataset>","1",""
"57076","2019-08-06 15:52:31","2","40","<nlp><text-mining><ocr>","1",""
"57081","2019-08-06 17:30:55","1","931","<deep-learning><image-classification><loss-function>","1",""
"57088","2019-08-06 19:29:08","0","970","<pandas><data-cleaning>","3",""
"57090","2019-08-06 19:55:53","0","83","<logistic-regression><research>","2",""
"57091","2019-08-06 20:07:25","1","45","<machine-learning>","0",""
"57093","2019-08-06 21:33:40","1","49","<accuracy>","0",""
"57094","2019-08-06 22:35:45","2","825","<feature-selection>","1","0"
"57095","2019-08-06 23:46:29","1","61","<python><bigdata><apache-spark><apache-hadoop>","0",""
"57096","2019-08-06 23:51:14","1","27","<lstm><rnn>","0",""
"57097","2019-08-07 01:47:28","6","181","<python><r>","1","1"
"57098","2019-08-07 02:03:06","0","3666","<python>","1",""
"57105","2019-08-07 05:45:35","3","537","<machine-learning><linear-regression><correlation><collinearity>","3","2"
"57108","2019-08-07 06:57:51","0","45","<machine-learning><python><classification><dataset><unsupervised-learning>","1",""
"57112","2019-08-07 08:12:33","2","639","<neural-network><cnn>","1",""
"57114","2019-08-07 08:39:16","2","586","<reinforcement-learning><loss-function><math>","2",""
"57115","2019-08-07 08:43:15","1","26","<deep-learning><classification><cnn><transfer-learning>","1",""
"57116","2019-08-07 08:56:34","0","86","<python><neural-network><tensorflow>","1",""
"57117","2019-08-07 09:01:47","-1","820","<python><numpy>","1",""
"57120","2019-08-07 10:03:34","1","89","<deep-learning><rnn><backpropagation>","2","1"
"57122","2019-08-07 10:49:18","6","2287","<python><graphs><outlier><matplotlib>","1","4"
"57124","2019-08-07 11:07:37","3","529","<machine-learning><neural-network><deep-learning><scikit-learn><transfer-learning>","1","2"
"57126","2019-08-07 11:47:31","1","29","<optimization><parallel><methodology>","1",""
"57127","2019-08-07 12:01:08","1","12","<neural-network><cnn>","0",""
"57129","2019-08-07 12:47:31","1","99","<machine-learning><decision-trees>","3",""
"57140","2019-08-07 14:15:05","0","38","<nlp>","1",""
"57145","2019-08-07 14:38:36","0","122","<neural-network><deep-learning><convolution><backpropagation>","0",""
"57146","2019-08-07 14:45:41","0","141","<python><convnet><anomaly-detection>","2",""
"57147","2019-08-07 14:49:00","1","30","<python><kaggle>","0",""
"57153","2019-08-07 16:40:12","1","12","<google>","0","1"
"57155","2019-08-07 17:22:49","1","560","<machine-learning><classification><probability-calibration>","1",""
"57157","2019-08-07 17:48:03","2","721","<python><neural-network><tensorflow><gpu>","2",""
"57159","2019-08-07 18:16:15","0","59","<logistic-regression><model-selection>","0",""
"45944","2019-02-21 10:38:13","3","493","<jupyter><google><cloud>","1",""
"45947","2019-02-21 11:26:58","2","93","<machine-learning><python><neural-network><classification><r>","3",""
"45950","2019-02-21 12:26:55","1","244","<python><neural-network><deep-learning><reinforcement-learning><policy-gradients>","1","1"
"45954","2019-02-21 13:58:59","2","2728","<python><deep-learning><keras><regression><matplotlib>","2",""
"45957","2019-02-21 14:17:38","1","56","<machine-learning><neural-network><predictive-modeling>","1",""
"45959","2019-02-21 14:29:08","1","41","<reinforcement-learning><online-learning>","0","2"
"45960","2019-02-21 14:38:33","2","1698","<computer-vision><3d-reconstruction>","2","1"
"45963","2019-02-21 14:51:23","3","1263","<classification><regression><algorithms>","0",""
"45964","2019-02-21 15:09:01","3","625","<machine-learning><.net>","2","1"
"45965","2019-02-21 15:24:11","1","47","<machine-learning><python><neural-network>","0",""
"45968","2019-02-21 16:03:39","1","30","<dataset><cnn>","1",""
"45969","2019-02-21 16:25:05","1","36","<machine-learning><deep-learning><keras><autoencoder>","1","0"
"45970","2019-02-21 16:43:29","1","282","<machine-learning><r><random-forest><predictor-importance>","1",""
"45971","2019-02-21 16:51:53","1","2183","<python><neural-network><keras><nlp>","0",""
"45974","2019-02-21 18:39:20","4","4480","<classification><evaluation><binary>","1","2"
"45982","2019-02-21 21:13:13","2","488","<python><deep-learning><keras><lstm><rnn>","1",""
"45983","2019-02-21 21:23:39","1","245","<machine-learning><classification><scikit-learn><metric><score>","0",""
"45988","2019-02-22 00:23:42","2","97","<machine-learning><classification><metric>","1",""
"45989","2019-02-22 01:44:51","2","326","<scikit-learn><machine-learning-model>","2",""
"45991","2019-02-22 03:50:34","0","17","<deep-learning><keras><convolution>","1",""
"45996","2019-02-22 06:42:07","1","56","<feature-engineering><anomaly-detection>","0",""
"45997","2019-02-22 06:44:36","0","932","<machine-learning><python><pandas><categorical-data>","1",""
"45999","2019-02-22 07:37:11","0","77","<machine-learning><python><deep-learning><recommender-system>","2",""
"46000","2019-02-22 07:45:12","1","513","<python><time-series><csv>","1",""
"46001","2019-02-22 07:45:24","1","43","<nlp><named-entity-recognition><chatbot>","1","1"
"46002","2019-02-22 07:53:48","4","1312","<machine-learning><data-cleaning><categorical-data>","3","1"
"46003","2019-02-22 08:12:46","1","256","<machine-learning><r><data-science-model>","1",""
"46006","2019-02-22 09:14:02","1","1580","<lstm><multilabel-classification><recurrent-neural-net>","2",""
"46012","2019-02-22 10:25:59","1","253","<machine-learning><rnn><preprocessing><aws>","0",""
"46014","2019-02-22 10:33:08","1","966","<neural-network><deep-learning><keras><unsupervised-learning><autoencoder>","1",""
"46017","2019-02-22 11:39:36","1","625","<deep-learning><tensorflow><cnn>","1",""
"46019","2019-02-22 12:04:47","2","10755","<python><scikit-learn><regression><confusion-matrix>","1","1"
"46020","2019-02-22 12:20:21","1","16","<probability><distribution><bayesian-networks>","0","1"
"46022","2019-02-22 12:54:59","0","18","<python><optimization><data-science-model>","1",""
"46023","2019-02-22 13:13:20","2","176","<lstm><prediction>","1",""
"57160","2019-08-07 18:45:31","2","5612","<python><matplotlib><seaborn>","1",""
"57163","2019-08-07 20:04:23","1","70","<machine-learning><time-series><regression><feature-selection><feature-engineering>","0","1"
"57166","2019-08-07 20:56:57","0","71","<machine-learning><scikit-learn><optimization>","1",""
"57170","2019-08-07 21:43:08","0","55","<python><deep-learning><time-series><lstm><forecasting>","1",""
"57171","2019-08-07 21:50:27","2","4164","<machine-learning><keras><tensorflow><machine-learning-model>","1","1"
